field_id,business_name,target_path,data_layer,source_document,source_location_type,source_unit,target_unit,criticality,extraction_method,target_nodes,missing_policy,conflict_policy,evidence_required,value_type,cardinality,contract_sources,node_requirement,default_or_prior,mapping_coverage,extraction_coverage,assembly_coverage,coverage_gap,notes
engineering_indicator.scc_fatigue.stress_level_fraction_smys,运行应力占SMYS比例,engineering_indicators.observations_by_segment.*.scc_fatigue.stress_level_fraction_smys,PROJECT_FACT,05_缺陷与维修记录.docx,paragraph,,,IMPORTANT,llm,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标scc_fatigue.stress_level_fraction_smys；组：应力腐蚀开裂与疲劳；要求：CONDITIONAL。
engineering_indicator.third_party.construction_crossing_count_per_km,施工交叉点密度,engineering_indicators.observations_by_segment.*.third_party.construction_crossing_count_per_km,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,1/km,1/km,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.construction_crossing_count_per_km；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.excavation_events_per_km_year,开挖活动密度,engineering_indicators.observations_by_segment.*.third_party.excavation_events_per_km_year,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,1/(km*year),1/(km*year),IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.excavation_events_per_km_year；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.illegal_occupation_count,违章占压数量,engineering_indicators.observations_by_segment.*.third_party.illegal_occupation_count,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,count,count,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,integer,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.illegal_occupation_count；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.land_use_type,土地利用类型,engineering_indicators.observations_by_segment.*.third_party.land_use_type,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.land_use_type；组：第三方损伤与占压活动；要求：REQUIRED。
engineering_indicator.third_party.marker_condition_fraction,标志完好率,engineering_indicators.observations_by_segment.*.third_party.marker_condition_fraction,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.marker_condition_fraction；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.marker_density_per_km,标志桩密度,engineering_indicators.observations_by_segment.*.third_party.marker_density_per_km,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,1/km,1/km,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.marker_density_per_km；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.one_call_system_available,施工信息协同机制可用,engineering_indicators.observations_by_segment.*.third_party.one_call_system_available,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.one_call_system_available；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.patrol_completion_fraction,巡线完成率,engineering_indicators.observations_by_segment.*.third_party.patrol_completion_fraction,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.patrol_completion_fraction；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.patrol_interval_days,巡线周期,engineering_indicators.observations_by_segment.*.third_party.patrol_interval_days,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,day,day,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.patrol_interval_days；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.public_awareness_activities_per_year,管道保护宣传次数,engineering_indicators.observations_by_segment.*.third_party.public_awareness_activities_per_year,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,1/year,1/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.public_awareness_activities_per_year；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.railway_crossing_count_per_km,铁路穿越密度,engineering_indicators.observations_by_segment.*.third_party.railway_crossing_count_per_km,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,1/km,1/km,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.railway_crossing_count_per_km；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.river_crossing_count_per_km,河流穿越密度,engineering_indicators.observations_by_segment.*.third_party.river_crossing_count_per_km,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,1/km,1/km,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.river_crossing_count_per_km；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.road_crossing_count_per_km,道路穿越密度,engineering_indicators.observations_by_segment.*.third_party.road_crossing_count_per_km,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,1/km,1/km,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.road_crossing_count_per_km；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.third_party.third_party_damage_history_count,第三方损伤历史次数,engineering_indicators.observations_by_segment.*.third_party.third_party_damage_history_count,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,count,count,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,integer,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.third_party_damage_history_count；组：第三方损伤与占压活动；要求：CONDITIONAL。
engineering_indicator.valve_control.automatic_shutdown_available,自动切断可用,engineering_indicators.observations_by_segment.*.valve_control.automatic_shutdown_available,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.automatic_shutdown_available；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.control_room_reliability,控制室可靠性,engineering_indicators.observations_by_segment.*.valve_control.control_room_reliability,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.control_room_reliability；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.leak_detection_availability_fraction,泄漏检测系统可用率,engineering_indicators.observations_by_segment.*.valve_control.leak_detection_availability_fraction,PROJECT_FACT,02_运行工况.csv,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.leak_detection_availability_fraction；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.pressure_alarm_available,压力报警可用,engineering_indicators.observations_by_segment.*.valve_control.pressure_alarm_available,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.pressure_alarm_available；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.remote_control_available,远程控制可用,engineering_indicators.observations_by_segment.*.valve_control.remote_control_available,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.remote_control_available；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.scada_availability_fraction,SCADA可用率,engineering_indicators.observations_by_segment.*.valve_control.scada_availability_fraction,PROJECT_FACT,02_运行工况.csv,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.scada_availability_fraction；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.valve_fail_to_close_probability,阀门拒关概率,engineering_indicators.observations_by_segment.*.valve_control.valve_fail_to_close_probability,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.valve_fail_to_close_probability；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.valve_internal_leak_probability,阀门内漏概率,engineering_indicators.observations_by_segment.*.valve_control.valve_internal_leak_probability,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.valve_internal_leak_probability；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.valve_test_interval_days,阀门测试周期,engineering_indicators.observations_by_segment.*.valve_control.valve_test_interval_days,PROJECT_FACT,02_运行工况.csv,cell,day,day,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.valve_test_interval_days；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.valve_control.valve_type,隔离阀类型,engineering_indicators.observations_by_segment.*.valve_control.valve_type,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.valve_type；组：阀室、隔离、监控与泄漏检测；要求：CONDITIONAL。
engineering_indicator.weather_terrain.dispersion_terrain_class,扩散地形类别,engineering_indicators.observations_by_segment.*.weather_terrain.dispersion_terrain_class,PROJECT_FACT,08_气象联合概率.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标weather_terrain.dispersion_terrain_class；组：气象、地面条件与扩散环境；要求：REQUIRED。
engineering_indicator.weather_terrain.meteorological_data_years,气象统计年限,engineering_indicators.observations_by_segment.*.weather_terrain.meteorological_data_years,PROJECT_FACT,08_气象联合概率.csv,cell,year,year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标weather_terrain.meteorological_data_years；组：气象、地面条件与扩散环境；要求：REQUIRED。
engineering_indicator.weather_terrain.relative_humidity_fraction,相对湿度,engineering_indicators.observations_by_segment.*.weather_terrain.relative_humidity_fraction,PROJECT_FACT,08_气象联合概率.csv,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标weather_terrain.relative_humidity_fraction；组：气象、地面条件与扩散环境；要求：CONDITIONAL。
engineering_indicator.weather_terrain.surface_roughness_m,地面粗糙度,engineering_indicators.observations_by_segment.*.weather_terrain.surface_roughness_m,PROJECT_FACT,08_气象联合概率.csv,cell,m,m,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标weather_terrain.surface_roughness_m；组：气象、地面条件与扩散环境；要求：CONDITIONAL。
engineering_indicator.weather_terrain.temperature_inversion_frequency,逆温出现频率,engineering_indicators.observations_by_segment.*.weather_terrain.temperature_inversion_frequency,PROJECT_FACT,08_气象联合概率.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标weather_terrain.temperature_inversion_frequency；组：气象、地面条件与扩散环境；要求：CONDITIONAL。
engineering_indicator.weather_terrain.topographic_channeling,地形导流效应,engineering_indicators.observations_by_segment.*.weather_terrain.topographic_channeling,PROJECT_FACT,08_气象联合概率.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标weather_terrain.topographic_channeling；组：气象、地面条件与扩散环境；要求：CONDITIONAL。
engineering_indicators.observations_global,全局工程指标观测,engineering_indicators.observations_global,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,object,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,OPTIONAL,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
engineering_indicator.consequence_parameters.indoor_overpressure_fatality_factor,室内超压死亡修正,engineering_indicators.observations_global.consequence_parameters.indoor_overpressure_fatality_factor,MODEL_PARAMETER,parameter-pack:synthetic-consequence-parameters-v1,system,,,IMPORTANT,system,adaptive_evidence_qra|data_inventory|indicator_coverage,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,number,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标consequence_parameters.indoor_overpressure_fatality_factor；组：物性与人员后果模型参数；要求：CONDITIONAL。
engineering_indicator.consequence_parameters.indoor_thermal_protection_factor,室内热辐射防护系数,engineering_indicators.observations_global.consequence_parameters.indoor_thermal_protection_factor,MODEL_PARAMETER,parameter-pack:synthetic-consequence-parameters-v1,system,,,IMPORTANT,system,adaptive_evidence_qra|data_inventory|indicator_coverage,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,number,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标consequence_parameters.indoor_thermal_protection_factor；组：物性与人员后果模型参数；要求：CONDITIONAL。
engineering_indicator.consequence_parameters.probit_model_version,Probit模型版本,engineering_indicators.observations_global.consequence_parameters.probit_model_version,MODEL_PARAMETER,parameter-pack:synthetic-consequence-parameters-v1,system,,,IMPORTANT,system,adaptive_evidence_qra|data_inventory|indicator_coverage,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标consequence_parameters.probit_model_version；组：物性与人员后果模型参数；要求：REQUIRED。
engineering_indicator.consequence_parameters.roughness_class,扩散地面粗糙度类别,engineering_indicators.observations_global.consequence_parameters.roughness_class,MODEL_PARAMETER,parameter-pack:synthetic-consequence-parameters-v1,system,,,IMPORTANT,system,adaptive_evidence_qra|data_inventory|indicator_coverage,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标consequence_parameters.roughness_class；组：物性与人员后果模型参数；要求：CONDITIONAL。
